5prime	3prime	strand	count	sgRNA_ref
71	29154	True	1	non-canonical
26363	27278	True	6	non-canonical
66	28801	True	6	non-canonical
72	26351	True	24	non-canonical
64	28926	True	16	non-canonical
66	2161	True	4	non-canonical
70	21896	True	2	non-canonical
68	28843	True	2	non-canonical
70	28480	True	1	non-canonical
28119	29113	True	8	non-canonical
69	25875	True	2	non-canonical
63	29146	True	2	non-canonical
67	28531	True	1	non-canonical
64	27644	True	33	non-canonical
28132	29451	True	1	non-canonical
75	28600	True	1	non-canonical
72	25272	True	5	non-canonical
66	27316	True	6	non-canonical
27280	29298	True	8	non-canonical
26368	28122	True	2	non-canonical
73	29470	True	1	non-canonical
69	28860	True	6	non-canonical
70	28246	True	1	non-canonical
71	28414	True	3	non-canonical
28126	28993	True	5	non-canonical
57	26368	True	1	non-canonical
66	3994	True	2	non-canonical
63	28706	True	2	non-canonical
66	13355	True	3	non-canonical
72	27268	True	2	non-canonical
71	23179	True	2	non-canonical
79	22143	True	5	non-canonical
77	27652	True	1	non-canonical
60	29329	True	1	non-canonical
28119	28822	True	4	non-canonical
66	27974	True	9	non-canonical
28119	28953	True	8	non-canonical
71	28118	True	1	non-canonical
69	21641	True	2	non-canonical
62	27427	True	2	non-canonical
53	26337	True	3	non-canonical
56	27254	True	4	non-canonical
67	27368	True	1	non-canonical
66	27202	True	1	non-canonical
63	28866	True	1	non-canonical
65	15798	True	1	non-canonical
26367	27683	True	1	non-canonical
63	29068	True	1	non-canonical
63	25675	True	3	non-canonical
26361	27652	True	5	non-canonical
27281	27785	True	1	non-canonical
61	27146	True	1	non-canonical
66	20191	True	2	non-canonical
70	28135	True	2	non-canonical
64	28803	True	1	non-canonical
26363	27139	True	5	non-canonical
27283	27661	True	11	non-canonical
26951	27097	True	1	non-canonical
63	25667	True	1	non-canonical
71	26374	True	2	non-canonical
61	27261	True	5	non-canonical
26369	27146	True	5	non-canonical
67	22262	True	2	non-canonical
65	27186	True	3	non-canonical
79	29108	True	3	non-canonical
64	11906	True	1	non-canonical
69	29317	True	3	non-canonical
26366	27142	True	19	non-canonical
67	26802	True	3	non-canonical
63	26798	True	5	non-canonical
59	28100	True	4	non-canonical
64	10695	True	3	non-canonical
71	23517	True	1	non-canonical
27805	28060	True	21	non-canonical
67	25674	True	4	non-canonical
65	23051	True	15	non-canonical
28141	28978	True	1	non-canonical
63	28101	True	2	non-canonical
67	21283	True	1	non-canonical
72	26353	True	5	non-canonical
65	29525	True	1	non-canonical
26366	27139	True	1	non-canonical
71	5191	True	1	non-canonical
5209	7074	True	1	non-canonical
7085	28135	True	1	non-canonical
70	21482	True	2	non-canonical
63	23805	True	4	non-canonical
70	21264	True	2	non-canonical
63	18602	True	2	non-canonical
78	23614	True	1	non-canonical
26928	28498	True	1	non-canonical
64	3004	True	2	non-canonical
26387	29113	True	3	non-canonical
60	27768	True	1	non-canonical
72	26357	True	22	non-canonical
70	21491	True	5	non-canonical
28119	28952	True	6	non-canonical
28127	29616	True	1	non-canonical
55	28093	True	4	non-canonical
26365	27689	True	1	non-canonical
69	29233	True	9	non-canonical
63	28065	True	1	non-canonical
66	24189	True	5	non-canonical
74	25268	True	14	non-canonical
28119	29309	True	2	non-canonical
62	24312	True	3	non-canonical
28120	29312	True	11	non-canonical
71	25857	True	1	non-canonical
69	20451	True	1	non-canonical
62	12133	True	2	non-canonical
78	29296	True	4	non-canonical
21504	27278	True	2	non-canonical
66	19188	True	1	non-canonical
26366	28119	True	5	non-canonical
64	29193	True	1	non-canonical
26366	29347	True	1	non-canonical
64	26277	True	1	non-canonical
64	14474	True	4	non-canonical
25290	28544	True	2	non-canonical
26365	26508	True	12	non-canonical
79	27454	True	1	non-canonical
70	26998	True	1	non-canonical
27280	28708	True	1	non-canonical
55	21472	True	1	non-canonical
58	26339	True	1	non-canonical
70	26114	True	2	non-canonical
68	27976	True	1	non-canonical
65	19059	True	2	non-canonical
26363	28735	True	13	non-canonical
67	25942	True	1	non-canonical
55	27256	True	1	non-canonical
65	19020	True	1	non-canonical
59	29096	True	1	non-canonical
63	28138	True	5	non-canonical
27295	27573	True	3	non-canonical
62	25665	True	1	non-canonical
60	19999	True	1	non-canonical
65	24755	True	10	non-canonical
63	28100	True	3	non-canonical
69	29292	True	1	non-canonical
63	29016	True	2	non-canonical
26366	27875	True	1	non-canonical
63	26349	True	2	non-canonical
65	28489	True	7	non-canonical
65	18870	True	2	non-canonical
59	24548	True	1	non-canonical
64	24209	True	1	non-canonical
71	22437	True	1	non-canonical
64	27770	True	12	non-canonical
63	26999	True	4	non-canonical
64	26108	True	3	non-canonical
71	23181	True	4	non-canonical
66	5978	True	1	non-canonical
69	10126	True	6	non-canonical
65	27607	True	4	non-canonical
69	28108	True	2	non-canonical
72	26350	True	1	non-canonical
71	27784	True	1	non-canonical
69	28071	True	1	non-canonical
60	27262	True	1	non-canonical
69	25862	True	1	non-canonical
65	21352	True	1	non-canonical
62	26301	True	1	non-canonical
69	27649	True	4	non-canonical
64	26107	True	9	non-canonical
26364	27710	True	3	non-canonical
71	22716	True	1	non-canonical
79	21661	True	3	non-canonical
58	27765	True	3	non-canonical
78	25108	True	1	non-canonical
64	28500	True	1	non-canonical
63	26138	True	2	non-canonical
82	27873	True	1	non-canonical
68	28111	True	2	non-canonical
64	25966	True	1	non-canonical
63	28105	True	3	non-canonical
69	28447	True	4	non-canonical
66	28064	True	4	non-canonical
26367	28097	True	1	non-canonical
26143	27742	True	8	non-canonical
72	28443	True	1	non-canonical
68	22169	True	1	non-canonical
59	27560	True	3	non-canonical
66	29289	True	1	non-canonical
78	27349	True	1	non-canonical
65	27315	True	2	non-canonical
70	26070	True	6	non-canonical
65	24894	True	7	non-canonical
59	26342	True	1	non-canonical
69	21393	True	5	non-canonical
28138	29519	True	1	non-canonical
26929	28495	True	1	non-canonical
64	29111	True	1	non-canonical
65	7197	True	5	non-canonical
57	28098	True	2	non-canonical
68	28066	True	1	non-canonical
68	26909	True	1	non-canonical
63	28960	True	1	non-canonical
70	26349	True	1	non-canonical
72	27779	True	2	non-canonical
72	21492	True	5	non-canonical
71	23154	True	3	non-canonical
72	21700	True	1	non-canonical
66	28746	True	2	non-canonical
64	22130	True	2	non-canonical
71	29062	True	2	non-canonical
59	23045	True	1	non-canonical
68	29338	True	5	non-canonical
70	22512	True	1	non-canonical
63	28474	True	7	non-canonical
68	27782	True	2	non-canonical
54	28992	True	1	non-canonical
66	20245	True	4	non-canonical
26366	26726	True	1	non-canonical
69	19514	True	1	non-canonical
73	21492	True	2	non-canonical
64	27702	True	1	non-canonical
67	29005	True	5	non-canonical
68	29316	True	1	non-canonical
65	22448	True	16	non-canonical
64	20624	True	1	non-canonical
26143	27097	True	14	non-canonical
27283	29257	True	1	non-canonical
70	19566	True	3	non-canonical
69	20759	True	1	non-canonical
65	733	True	1	non-canonical
63	28889	True	1	non-canonical
70	14222	True	1	non-canonical
65	18275	True	1	non-canonical
60	27258	True	1	non-canonical
64	29145	True	2	non-canonical
65	27261	True	2	non-canonical
21498	26920	True	1	non-canonical
68	18179	True	1	non-canonical
69	26929	True	2	non-canonical
66	8159	True	2	non-canonical
64	27636	True	1	non-canonical
63	14991	True	2	non-canonical
26387	27164	True	1	non-canonical
28129	28559	True	2	non-canonical
64	27640	True	7	non-canonical
26933	29064	True	1	non-canonical
65	12843	True	1	non-canonical
68	28104	True	8	non-canonical
64	23251	True	1	non-canonical
59	23580	True	1	non-canonical
64	21479	True	4	non-canonical
73	27527	True	1	non-canonical
63	28768	True	1	non-canonical
61	25253	True	1	non-canonical
63	26305	True	2	non-canonical
70	7015	True	1	non-canonical
75	28866	True	2	non-canonical
72	27111	True	1	non-canonical
71	24790	True	1	non-canonical
78	17890	True	3	non-canonical
62	29015	True	1	non-canonical
64	29006	True	2	non-canonical
28132	29267	True	1	non-canonical
26363	27215	True	5	non-canonical
67	28387	True	1	non-canonical
60	7014	True	2	non-canonical
79	27785	True	1	non-canonical
61	22049	True	1	non-canonical
64	25365	True	2	non-canonical
17901	28130	True	1	non-canonical
67	22994	True	3	non-canonical
61	19725	True	2	non-canonical
63	23365	True	1	non-canonical
60	25669	True	1	non-canonical
58	26342	True	1	non-canonical
65	27272	True	1	non-canonical
70	7788	True	2	non-canonical
63	27276	True	1	non-canonical
68	26742	True	1	non-canonical
26781	28589	True	1	non-canonical
60	27744	True	3	non-canonical
64	28843	True	2	non-canonical
70	28554	True	1	non-canonical
67	29076	True	1	non-canonical
26362	27278	True	1	non-canonical
67	27270	True	1	non-canonical
73	25268	True	1	non-canonical
66	26376	True	3	non-canonical
65	27649	True	1	non-canonical
28133	28256	False	1	non-canonical
26387	29113	False	1	non-canonical
26366	28119	False	2	non-canonical
63	26138	False	1	non-canonical
63	26737	False	6	non-canonical
28132	28542	False	2	non-canonical
65	27196	True	1	non-canonical
59	21478	True	1	non-canonical
63	25969	True	1	non-canonical
70	26170	True	1	non-canonical
63	29203	True	5	non-canonical
64	29529	True	1	non-canonical
28145	29110	True	1	non-canonical
27306	29048	True	1	non-canonical
65	19041	True	1	non-canonical
72	19295	True	3	non-canonical
56	27258	True	1	non-canonical
64	17980	True	3	non-canonical
69	5703	True	1	non-canonical
54	28089	True	1	non-canonical
28127	28539	True	1	non-canonical
68	23868	True	1	non-canonical
67	24655	True	1	non-canonical
28134	29111	True	1	non-canonical
79	28146	True	1	non-canonical
63	26272	True	1	non-canonical
63	28111	True	1	non-canonical
69	18275	True	1	non-canonical
69	29336	True	2	non-canonical
63	27265	True	5	non-canonical
81	28660	True	1	non-canonical
28149	28954	True	1	non-canonical
65	26285	True	1	non-canonical
67	26519	True	4	non-canonical
65	25715	True	3	non-canonical
65	6501	True	1	non-canonical
67	27238	True	1	non-canonical
67	28308	True	4	non-canonical
64	28497	True	1	non-canonical
68	28964	True	1	non-canonical
65	27778	True	5	non-canonical
63	27775	True	1	non-canonical
28120	28552	True	1	non-canonical
68	23635	True	1	non-canonical
71	28109	True	1	non-canonical
66	14301	True	4	non-canonical
68	26354	True	1	non-canonical
60	26369	False	15	non-canonical
69	28860	False	1	non-canonical
26928	28498	False	1	non-canonical
59	21479	False	6	non-canonical
62	27263	False	55	non-canonical
65	25715	False	1	non-canonical
62	29015	False	1	non-canonical
72	26356	False	1	non-canonical
62	20953	True	4	non-canonical
70	29314	True	1	non-canonical
69	29014	True	1	non-canonical
66	14591	True	4	non-canonical
69	24900	True	3	non-canonical
70	28111	False	39	non-canonical
65	24755	False	2	non-canonical
68	27782	False	2	non-canonical
66	14599	True	1	non-canonical
60	29329	False	1	non-canonical
63	26798	False	1	non-canonical
63	26797	False	23	non-canonical
26362	26411	False	1	non-canonical
66	17416	False	1	non-canonical
64	26911	False	1	non-canonical
65	28489	False	1	non-canonical
64	27770	False	7	non-canonical
79	22143	False	1	non-canonical
64	29002	False	11	non-canonical
65	29194	False	2	non-canonical
65	27778	False	1	non-canonical
66	22265	True	1	non-canonical
69	28914	True	1	non-canonical
75	27275	True	6	non-canonical
64	21842	True	4	non-canonical
64	29181	True	1	non-canonical
70	27893	True	1	non-canonical
69	22781	True	1	non-canonical
64	17720	True	1	non-canonical
63	29145	True	3	non-canonical
28122	28203	True	1	non-canonical
60	22988	True	1	non-canonical
63	21479	True	2	non-canonical
62	27195	False	2	non-canonical
58	27258	False	2	non-canonical
65	27236	False	14	non-canonical
75	27275	False	2	non-canonical
26363	27278	False	1	non-canonical
60	27262	False	1	non-canonical
70	11535	False	1	non-canonical
66	28801	False	1	non-canonical
70	29020	False	1	non-canonical
67	28959	False	1	non-canonical
70	25742	True	1	non-canonical
28155	28967	True	2	non-canonical
71	21502	True	1	non-canonical
26926	28496	True	2	non-canonical
65	29143	True	4	non-canonical
70	29235	True	6	non-canonical
67	24190	True	4	non-canonical
63	21484	True	1	non-canonical
62	28104	True	1	non-canonical
77	25108	True	1	non-canonical
28125	29119	True	10	non-canonical
71	14728	True	1	non-canonical
71	20937	True	3	non-canonical
65	13240	True	2	non-canonical
26367	28603	True	1	non-canonical
68	27705	True	1	non-canonical
63	28500	True	1	non-canonical
25292	28829	True	1	non-canonical
70	24333	True	2	non-canonical
67	23053	True	2	non-canonical
63	5979	True	2	non-canonical
71	29080	True	1	non-canonical
65	21326	True	1	non-canonical
71	28255	True	1	non-canonical
64	28600	True	1	non-canonical
66	26163	True	4	non-canonical
28127	29145	True	1	non-canonical
65	13354	True	1	non-canonical
26386	27042	True	1	non-canonical
26363	28113	True	1	non-canonical
63	21637	True	2	non-canonical
21652	28178	True	1	non-canonical
65	26929	True	1	non-canonical
79	20392	True	1	non-canonical
68	22029	True	1	non-canonical
26365	27716	True	1	non-canonical
71	27667	True	1	non-canonical
62	22168	True	1	non-canonical
64	21233	True	2	non-canonical
61	29488	True	1	non-canonical
63	26347	True	1	non-canonical
70	26741	True	1	non-canonical
26366	29437	True	1	non-canonical
70	28843	True	2	non-canonical
63	23806	True	1	non-canonical
63	28959	True	3	non-canonical
62	26089	True	1	non-canonical
66	28986	True	1	non-canonical
28129	28432	True	1	non-canonical
21498	27682	True	2	non-canonical
28143	29566	True	1	non-canonical
64	28425	True	4	non-canonical
64	21483	True	4	non-canonical
62	26736	True	1	non-canonical
65	27452	True	1	non-canonical
64	7017	True	2	non-canonical
26362	27277	True	2	non-canonical
63	26910	True	1	non-canonical
28121	28996	True	4	non-canonical
70	27260	True	1	non-canonical
61	21482	True	1	non-canonical
69	27186	True	1	non-canonical
65	3262	True	2	non-canonical
63	28095	True	1	non-canonical
70	6919	True	1	non-canonical
26367	28632	True	1	non-canonical
62	17979	True	1	non-canonical
69	29143	True	3	non-canonical
61	29527	True	1	non-canonical
67	21831	True	1	non-canonical
61	23574	True	1	non-canonical
62	22720	True	2	non-canonical
26926	28496	False	1	non-canonical
64	11906	False	1	non-canonical
61	27262	False	2	non-canonical
64	27775	False	3	non-canonical
72	26357	False	2	non-canonical
62	22168	False	1	non-canonical
64	27235	False	1	non-canonical
59	27260	False	1	non-canonical
67	29104	False	1	non-canonical
26367	26417	True	1	non-canonical
27280	27411	True	2	non-canonical
65	28306	True	1	non-canonical
67	14675	True	1	non-canonical
28122	29140	True	2	non-canonical
27286	28336	True	2	non-canonical
65	24789	True	1	non-canonical
62	15480	True	1	non-canonical
69	24894	True	2	non-canonical
61	21582	True	1	non-canonical
82	28097	True	1	non-canonical
72	27804	True	1	non-canonical
26395	29260	True	1	non-canonical
66	29402	True	1	non-canonical
65	29213	True	1	non-canonical
69	27659	True	1	non-canonical
25275	29010	True	1	non-canonical
65	21851	True	1	non-canonical
26926	28519	True	1	non-canonical
69	26677	True	2	non-canonical
62	20466	True	1	non-canonical
28135	28367	True	1	non-canonical
64	24758	True	3	non-canonical
28143	28978	True	1	non-canonical
65	5939	True	2	non-canonical
66	29103	True	1	non-canonical
65	13608	True	2	non-canonical
63	27774	True	2	non-canonical
28155	29014	True	6	non-canonical
79	27363	True	1	non-canonical
70	28992	True	1	non-canonical
63	28233	True	1	non-canonical
72	27269	True	2	non-canonical
59	25255	True	1	non-canonical
61	28231	True	1	non-canonical
64	29126	True	1	non-canonical
64	29011	True	1	non-canonical
68	5980	True	1	non-canonical
64	28396	True	1	non-canonical
69	22448	True	1	non-canonical
28152	28954	True	2	non-canonical
65	22962	True	1	non-canonical
65	13981	True	1	non-canonical
65	28397	True	2	non-canonical
68	27525	True	1	non-canonical
28127	28249	True	1	non-canonical
61	22485	True	1	non-canonical
77	26631	True	1	non-canonical
64	28128	True	3	non-canonical
66	27769	True	2	non-canonical
25271	29440	True	1	non-canonical
28140	29092	True	1	non-canonical
27281	29305	True	2	non-canonical
68	28190	True	1	non-canonical
25307	29137	True	1	non-canonical
61	27522	True	2	non-canonical
71	15723	True	1	non-canonical
15734	26364	True	1	non-canonical
71	27247	True	3	non-canonical
28122	28973	True	1	non-canonical
63	28852	True	8	non-canonical
62	29385	True	1	non-canonical
28121	28191	True	1	non-canonical
71	27274	True	2	non-canonical
62	22027	True	1	non-canonical
66	25890	True	1	non-canonical
59	25254	True	1	non-canonical
72	26919	True	1	non-canonical
71	26389	True	2	non-canonical
28120	28822	True	2	non-canonical
72	28113	True	1	non-canonical
21501	27709	True	1	non-canonical
65	19089	True	1	non-canonical
70	10058	True	1	non-canonical
64	23585	True	1	non-canonical
66	911	True	1	non-canonical
26361	26410	True	1	non-canonical
68	28853	True	1	non-canonical
64	15740	True	1	non-canonical
70	19590	True	2	non-canonical
72	21694	True	2	non-canonical
72	21653	True	2	non-canonical
61	27261	False	1	non-canonical
65	29014	False	7	non-canonical
66	26706	False	1	non-canonical
28119	29113	False	1	non-canonical
28149	28954	False	1	non-canonical
60	28102	False	2	non-canonical
63	28474	False	1	non-canonical
67	29231	False	1	non-canonical
69	28133	True	2	non-canonical
66	26801	True	2	non-canonical
69	11340	True	1	non-canonical
65	21928	True	1	non-canonical
26928	29153	True	2	non-canonical
74	28442	True	1	non-canonical
28119	29329	True	2	non-canonical
64	26161	False	2	non-canonical
70	28246	False	1	non-canonical
69	28133	False	1	non-canonical
66	29402	False	1	non-canonical
64	29529	False	1	non-canonical
66	24189	False	1	non-canonical
70	27893	False	1	non-canonical
65	24894	False	2	non-canonical
67	28308	False	1	non-canonical
28121	28191	False	1	non-canonical
65	10699	False	1	non-canonical
67	24757	False	2	non-canonical
64	28108	False	3	non-canonical
61	29527	False	1	non-canonical
72	17659	True	1	non-canonical
70	25265	True	1	non-canonical
76	6923	True	1	non-canonical
28129	28175	True	1	non-canonical
69	21590	True	1	non-canonical
70	11880	True	1	non-canonical
11892	26365	True	1	non-canonical
71	19620	True	2	non-canonical
79	2100	True	1	non-canonical
28131	28889	True	2	non-canonical
71	26360	True	2	non-canonical
66	5363	True	1	non-canonical
69	29115	True	1	non-canonical
68	27265	True	3	non-canonical
66	25343	True	1	non-canonical
61	25254	True	1	non-canonical
28147	28874	True	3	non-canonical
28136	29206	True	1	non-canonical
64	26135	True	1	non-canonical
63	26741	True	1	non-canonical
28155	29200	True	1	non-canonical
63	28917	True	1	non-canonical
63	29317	True	1	non-canonical
70	18630	True	1	non-canonical
64	29216	True	2	non-canonical
69	28900	True	1	non-canonical
26362	27686	True	1	non-canonical
28120	28954	True	2	non-canonical
70	26354	True	1	non-canonical
70	11444	True	1	non-canonical
64	13344	True	1	non-canonical
28158	28898	True	1	non-canonical
67	28802	True	1	non-canonical
62	22260	True	1	non-canonical
68	15167	True	1	non-canonical
65	17806	True	1	non-canonical
69	25586	True	1	non-canonical
28157	28398	True	1	non-canonical
70	26790	True	1	non-canonical
28158	29206	True	1	non-canonical
66	22993	True	2	non-canonical
27285	29249	True	2	non-canonical
69	24751	True	1	non-canonical
79	21609	True	1	non-canonical
28137	28168	True	2	non-canonical
67	25873	True	1	non-canonical
69	29298	True	1	non-canonical
71	25276	True	1	non-canonical
78	3763	True	1	non-canonical
62	28103	False	2	non-canonical
69	21393	False	1	non-canonical
28119	28953	False	4	non-canonical
59	27766	False	1	non-canonical
70	27202	False	10	non-canonical
64	28103	False	13	non-canonical
65	28397	False	1	non-canonical
68	29338	False	1	non-canonical
71	27274	False	1	non-canonical
69	2983	True	1	non-canonical
70	28846	True	2	non-canonical
63	27771	True	1	non-canonical
26367	27661	True	1	non-canonical
66	27263	True	1	non-canonical
67	29295	True	1	non-canonical
69	29153	True	1	non-canonical
28120	29312	False	4	non-canonical
69	29317	False	1	non-canonical
66	28141	False	3	non-canonical
64	29011	False	1	non-canonical
72	28112	False	5	non-canonical
63	29016	False	1	non-canonical
28155	29200	False	1	non-canonical
64	27644	False	1	non-canonical
63	27265	False	1	non-canonical
26130	26155	False	1125	non-canonical
28118	29108	False	1	non-canonical
60	28100	False	11	non-canonical
72	21492	False	1	non-canonical
72	27779	False	1	non-canonical
68	29316	False	1	non-canonical
65	29200	False	1	non-canonical
69	29153	False	1	non-canonical
60	26511	False	1	non-canonical
65	19500	False	3	non-canonical
71	29154	False	1	non-canonical
67	24190	False	1	non-canonical
28143	28978	False	1	non-canonical
65	6501	False	1	non-canonical
28143	29566	False	1	non-canonical
64	27636	False	1	non-canonical
65	28414	True	1	non-canonical
25308	29411	True	1	non-canonical
26928	27632	True	1	non-canonical
28151	29156	True	1	non-canonical
26361	27907	True	3	non-canonical
66	28547	True	1	non-canonical
69	27905	True	1	non-canonical
68	19733	True	1	non-canonical
72	27000	True	1	non-canonical
65	26146	True	1	non-canonical
71	27637	True	1	non-canonical
67	28106	True	1	non-canonical
64	25257	True	1	non-canonical
64	14645	True	1	non-canonical
73	21703	True	1	non-canonical
70	27755	True	1	non-canonical
27280	29149	True	1	non-canonical
71	9451	True	1	non-canonical
26366	29438	True	1	non-canonical
26361	27653	True	1	non-canonical
27319	27362	True	14	non-canonical
70	26073	True	1	non-canonical
68	21652	True	2	non-canonical
25291	27146	True	1	non-canonical
67	27267	True	1	non-canonical
28124	29562	True	1	non-canonical
67	20120	True	1	non-canonical
70	20880	True	1	non-canonical
21540	25385	True	1	non-canonical
83	1809	True	1	non-canonical
